Sequence_ID,Cluster_ID,SampleGroup,Terrain
IPB24G-224_NODE_201_length_1477_cov_0.494074,Cluster2,IPB24G-224,Mountain
IPB24G-234_NODE_7_length_19584_cov_68.581693,Cluster2,IPB24G-234,Mountain
IPB24G-228_NODE_18_length_6716_cov_235.394597,Cluster2,IPB24G-228,Mountain
IPB24G-206_NODE_18_length_6851_cov_14.547739,Cluster2,IPB24G-206,Mountain
IPB24G-213_NODE_563_length_1665_cov_1.904421,Cluster2,IPB24G-213,Mountain
IPB24G-232_NODE_1336_length_2065_cov_0.446336,Cluster2,IPB24G-232,Mountain
IPB24G-217_NODE_388_length_2439_cov_3.677768,Cluster2,IPB24G-217,Mountain
IPB24E-198_NODE_13_length_8583_cov_104.912606,Cluster2,IPB24E-198,Mountain
IPB24G-241_NODE_14_length_6248_cov_118.771443,Cluster2,IPB24G-241,Mountain
IPB24G-212_NODE_312_length_2029_cov_7.271293,Cluster2,IPB24G-212,Mountain
IPB24G-235_NODE_29_length_9403_cov_14.072661,Cluster2,IPB24G-235,Mountain
IPB24G-219_NODE_88_length_1718_cov_0.698303,Cluster2,IPB24G-219,Mountain
IPB24E-177_NODE_136_length_2034_cov_71.173047,Cluster2,IPB24E-177,Mountain
IPB24G-235_NODE_11_length_28740_cov_20.975780,Cluster2,IPB24G-235,Mountain
IPB24E-177_NODE_690_length_1030_cov_36.759690,Cluster2,IPB24E-177,Mountain
IPB24A-17_NODE_122_length_1216_cov_39.382920,Cluster2,IPB24A-17,Mountain
IPB24E-181_NODE_1_length_57673_cov_75.556199,Cluster2,IPB24E-181,Mountain
IPB24E-189_NODE_5_length_16298_cov_28.114897,Cluster2,IPB24E-189,Mountain
IPB24G-225_NODE_47_length_2656_cov_10.106762,Cluster2,IPB24G-225,Mountain
IPB24G-241_NODE_63_length_2489_cov_60.371942,Cluster2,IPB24G-241,Mountain
IPB24G-210_NODE_91_length_1644_cov_49.624918,Cluster2,IPB24G-210,Mountain
IPB4B-78_NODE_79_length_1869_cov_0.948335,Cluster2,IPB4B-78,Mountain
IPB24G-220_NODE_7_length_21613_cov_173.558550,Cluster2,IPB24G-220,Mountain
IPB24E-189_NODE_11_length_10290_cov_22.988783,Cluster2,IPB24E-189,Mountain
IPB24E-189_NODE_9_length_11314_cov_24.825869,Cluster2,IPB24E-189,Mountain
IPB24G-230_NODE_100_length_2366_cov_18.656990,Cluster2,IPB24G-230,Mountain
IPB24G-236_NODE_53_length_6501_cov_3.216818,Cluster2,IPB24G-236,Mountain
IPB24E-189_NODE_4_length_19866_cov_29.980191,Cluster2,IPB24E-189,Mountain
IPB24G-236_NODE_12_length_23014_cov_4.586315,Cluster2,IPB24G-236,Mountain
IPB24A-10_NODE_216_length_1128_cov_385.133866,Cluster2,IPB24A-10,Mountain
IPB24G-206_NODE_56_length_3492_cov_13.470134,Cluster2,IPB24G-206,Mountain
IPB24G-241_NODE_29_length_3694_cov_63.093916,Cluster2,IPB24G-241,Mountain
IPB24E-177_NODE_25_length_3110_cov_61.996648,Cluster2,IPB24E-177,Mountain
IPB6D-3_NODE_773_length_1350_cov_1.003271,Cluster2,IPB6D-3,Mountain
IPB6D-7_NODE_2636_length_1341_cov_0.827018,Cluster2,IPB6D-7,Mountain
IPB24G-202_NODE_10_length_28675_cov_19.351899,Cluster2,IPB24G-202,Mountain
IPB24G-219_NODE_162_length_1093_cov_0.697723,Cluster2,IPB24G-219,Mountain
IPB24E-170_NODE_7_length_9080_cov_313.068357,Cluster2,IPB24E-170,Mountain
IPB24G-221_NODE_6_length_25377_cov_230.976317,Cluster2,IPB24G-221,Mountain
IPB24G-234_NODE_2_length_32592_cov_79.428554,Cluster2,IPB24G-234,Mountain
IPB24G-218_NODE_2014_length_1267_cov_3.187719,Cluster2,IPB24G-218,Mountain
IPB24G-240_NODE_374_length_1304_cov_2.813084,Cluster2,IPB24G-240,Mountain
IPB24G-214_NODE_44_length_3751_cov_3.833333,Cluster2,IPB24G-214,Mountain
IPB24E-199_NODE_26_length_3893_cov_90.399363,Cluster2,IPB24E-199,Mountain
IPB24E-188_NODE_13_length_13722_cov_108.173078,Cluster2,IPB24E-188,Mountain
IPB24G-239_NODE_92_length_3382_cov_2.829800,Cluster2,IPB24G-239,Mountain
IPB6H-15_NODE_23_length_5433_cov_15.959857,Cluster2,IPB6D-3,Mountain
IPB24E-199_NODE_56_length_2796_cov_104.398651,Cluster2,IPB24E-199,Mountain
IPB4B-80_NODE_6_length_5264_cov_1.842904,Cluster2,IPB4B-80,Mountain
IPB24A-10_NODE_174_length_1232_cov_51.302262,Cluster2,IPB24A-10,Mountain
IPB24G-214_NODE_33_length_4763_cov_4.175367,Cluster2,IPB24G-214,Mountain
IPB24G-229_NODE_6_length_31897_cov_64.842556,Cluster2,IPB24G-229,Hill
IPB24A-10_NODE_182_length_1213_cov_31.638122,Cluster2,IPB24A-10,Mountain
IPB24E-194_NODE_11_length_28878_cov_17.332406,Cluster2,IPB24E-194,Mountain
IPB24E-198_NODE_5_length_36445_cov_81.257668,Cluster2,IPB24E-198,Mountain
IPB24G-206_NODE_6136_length_1001_cov_8.002288,Cluster2,IPB24G-206,Mountain
IPB24G-211_NODE_77_length_2310_cov_114.507558,Cluster2,IPB24G-211,Mountain
IPB24A-2_NODE_395_length_1022_cov_15.462570,Cluster2,IPB24A-2,Mountain
IPB24E-193_NODE_13_length_5059_cov_78.220600,Cluster2,IPB24E-193,Mountain
IPB24G-229_NODE_24_length_6163_cov_106.815938,Cluster2,IPB24G-229,Hill
IPB24G-225_NODE_26_length_3726_cov_4.352876,Cluster2,IPB24G-225,Mountain
IPB24A-6_NODE_150_length_1069_cov_3.048832,Cluster2,IPB24A-6,Mountain
IPB24G-214_NODE_126_length_1858_cov_1.882149,Cluster2,IPB24G-214,Mountain
IPB24E-177_NODE_57_length_2594_cov_69.556141,Cluster2,IPB24E-177,Mountain
IPB4B-79_NODE_176_length_1512_cov_1.524910,Cluster2,IPB4B-79,Mountain
IPB24A-8_NODE_170_length_1509_cov_1.806078,Cluster2,IPB24A-8,Mountain
IPB24G-241_NODE_130_length_1657_cov_38.332680,Cluster2,IPB24G-241,Mountain
IPB24G-221_NODE_10_length_20645_cov_217.804854,Cluster2,IPB24G-221,Mountain
IPB6H-17_NODE_214_length_2775_cov_3.451284,Cluster2,IPB6D-5,Mountain
IPB24G-213_NODE_762_length_1328_cov_2.229808,Cluster2,IPB24G-213,Mountain
IPB24E-194_NODE_50_length_5370_cov_13.728209,Cluster2,IPB24E-194,Mountain
IPB24E-183_NODE_5_length_23627_cov_26.485532,Cluster2,IPB24E-183,Mountain
IPB24E-198_NODE_12_length_19194_cov_78.361987,Cluster2,IPB24E-198,Mountain
IPB24G-232_NODE_3658_length_1194_cov_0.488285,Cluster2,IPB24G-232,Mountain
IPB24E-179_NODE_6_length_37981_cov_48.554525,Cluster2,IPB24E-179,Mountain
IPB24G-211_NODE_247_length_1329_cov_38.263727,Cluster2,IPB24G-211,Mountain
IPB24G-221_NODE_12_length_16192_cov_200.276751,Cluster2,IPB24G-221,Mountain
IPB24G-219_NODE_90_length_1699_cov_1.998092,Cluster2,IPB24G-219,Mountain
IPB24G-239_NODE_31_length_6930_cov_2.563575,Cluster2,IPB24G-239,Mountain
IPB24A-5_NODE_272_length_1024_cov_26.416945,Cluster2,IPB24A-5,Mountain
IPB24E-193_NODE_4_length_12195_cov_68.128770,Cluster2,IPB24E-193,Mountain
IPB24G-204_NODE_15_length_10516_cov_32.654538,Cluster2,IPB24G-204,Mountain
IPB24E-191_NODE_419_length_1323_cov_2.126254,Cluster2,IPB24E-191,Mountain
IPB24E-199_NODE_40_length_3400_cov_76.255118,Cluster2,IPB24E-199,Mountain
IPB24E-177_NODE_24_length_3110_cov_106.845122,Cluster2,IPB24E-177,Mountain
IPB24E-195_NODE_11_length_8243_cov_28.802982,Cluster2,IPB24E-195,Mountain
IPB24G-213_NODE_841_length_1248_cov_1.416592,Cluster2,IPB24G-213,Mountain
IPB24G-241_NODE_71_length_2299_cov_33.972836,Cluster2,IPB24G-241,Mountain
IPB24G-204_NODE_9_length_21892_cov_43.131266,Cluster2,IPB24G-204,Mountain
IPB24G-206_NODE_451_length_1962_cov_21.334060,Cluster2,IPB24G-206,Mountain
IPB24G-195_NODE_334_length_1460_cov_66.686422,Cluster2,IPB24E-195,Mountain
IPB24G-219_NODE_49_length_2464_cov_1.074027,Cluster2,IPB24G-219,Mountain
IPB24G-232_NODE_4096_length_1113_cov_0.563895,Cluster2,IPB24G-232,Mountain
IPB24E-195_NODE_55_length_3048_cov_19.343376,Cluster2,IPB24E-195,Mountain
IPB24G-219_NODE_170_length_1059_cov_1.039700,Cluster2,IPB24G-219,Mountain
IPB24G-219_NODE_107_length_1537_cov_0.812766,Cluster2,IPB24G-219,Mountain
IPB4B-80_NODE_3_length_6551_cov_2.430729,Cluster2,IPB4B-80,Mountain
IPB4B-78_NODE_33_length_2144_cov_0.680714,Cluster2,IPB4B-78,Mountain
IPB24E-191_NODE_197_length_1724_cov_0.884784,Cluster2,IPB24E-191,Mountain
IPB24G-199_NODE_4_length_10255_cov_162.444115,Cluster2,IPB24E-199,Mountain
IPB24E-200_NODE_1_length_74721_cov_74.547886,Cluster2,IPB24E-200,Mountain
IPB24G-195_NODE_61_length_3048_cov_28.254707,Cluster2,IPB24E-195,Mountain
IPB24G-215_NODE_400_length_2274_cov_0.585934,Cluster2,IPB24G-215,Mountain
IPB24A-10_NODE_203_length_1158_cov_66.021339,Cluster2,IPB24A-10,Mountain
IPB24G-225_NODE_6_length_6385_cov_9.591243,Cluster2,IPB24G-225,Mountain
IPB24G-218_NODE_28_length_3794_cov_7.218435,Cluster2,IPB24G-218,Mountain
IPB24G-239_NODE_38_length_6491_cov_2.274670,Cluster2,IPB24G-239,Mountain
IPB24G-220_NODE_20_length_5698_cov_134.478909,Cluster2,IPB24G-220,Mountain
IPB24E-192_NODE_11_length_6853_cov_176.903360,Cluster2,IPB24E-192,Mountain
IPB24G-229_NODE_81_length_2520_cov_56.087756,Cluster2,IPB24G-229,Hill
IPB6D-7_NODE_10_length_6842_cov_2.906925,Cluster2,IPB6D-7,Mountain
IPB6H-19_NODE_5_length_33068_cov_12.015300,Cluster2,IPB6D-7,Mountain
IPB24A-2_NODE_52_length_2502_cov_5.520000,Cluster2,IPB24A-2,Mountain
IPB24G-230_NODE_145_length_1894_cov_30.541030,Cluster2,IPB24G-230,Mountain
IPB4B-78_NODE_401_length_1480_cov_0.609017,Cluster2,IPB4B-78,Mountain
IPB24E-191_NODE_151_length_1937_cov_2.406077,Cluster2,IPB24E-191,Mountain
IPB24G-228_NODE_3_length_29353_cov_226.264559,Cluster2,IPB24G-228,Mountain
IPB24E-197_NODE_3_length_67383_cov_335.456435,Cluster2,IPB24E-197,Mountain
IPB24E-192_NODE_4_length_33978_cov_160.428377,Cluster2,IPB24E-192,Mountain
IPB24G-199_NODE_56_length_2705_cov_80.027153,Cluster2,IPB24E-199,Mountain
IPB24G-195_NODE_33_length_4016_cov_61.244022,Cluster2,IPB24E-195,Mountain
IPB6H-17_NODE_76_length_4573_cov_16.318489,Cluster2,IPB6D-5,Mountain
IPB4B-80_NODE_132_length_1765_cov_1.132479,Cluster2,IPB4B-80,Mountain
IPB24G-220_NODE_51_length_2909_cov_280.428828,Cluster2,IPB24G-220,Mountain
IPB24G-240_NODE_161_length_1637_cov_0.888742,Cluster2,IPB24G-240,Mountain
IPB24A-11_NODE_155_length_1287_cov_62.182759,Cluster2,IPB24A-11,Mountain
IPB24G-207_NODE_5_length_22893_cov_128.270491,Cluster2,IPB24G-207,Mountain
IPB24G-213_NODE_957_length_1123_cov_1.953815,Cluster2,IPB24G-213,Mountain
IPB24E-177_NODE_241_length_1662_cov_108.108143,Cluster2,IPB24E-177,Mountain
IPB24G-218_NODE_1685_length_1334_cov_8.068766,Cluster2,IPB24G-218,Mountain
IPB24G-234_NODE_32_length_5235_cov_48.482381,Cluster2,IPB24G-234,Mountain
IPB24G-210_NODE_105_length_1544_cov_20.771348,Cluster2,IPB24G-210,Mountain
IPB24G-204_NODE_16_length_10264_cov_49.004439,Cluster2,IPB24G-204,Mountain
IPB24G-227_NODE_80_length_2776_cov_112.819932,Cluster2,IPB24G-227,Mountain
IPB4B-78_NODE_23_length_2270_cov_0.913672,Cluster2,IPB4B-78,Mountain
IPB24G-225_NODE_205_length_1988_cov_4.981193,Cluster2,IPB24G-225,Mountain
IPB24E-170_NODE_27_length_4264_cov_239.847232,Cluster2,IPB24E-170,Mountain
IPB6D-12_NODE_312_length_2130_cov_94.617574,Cluster2,IPB6D-12,Mountain
IPB24G-212_NODE_1413_length_1440_cov_2.935263,Cluster2,IPB24G-212,Mountain
IPB6D-3_NODE_385_length_1507_cov_0.783333,Cluster2,IPB6D-3,Mountain
IPB24G-199_NODE_13_length_5974_cov_76.842996,Cluster2,IPB24E-199,Mountain
IPB6H-17_NODE_295_length_2430_cov_9.519757,Cluster2,IPB6D-5,Mountain
IPB6D-3_NODE_13_length_2901_cov_0.812545,Cluster2,IPB6D-3,Mountain
IPB24A-11_NODE_146_length_1318_cov_17.013434,Cluster2,IPB24A-11,Mountain
IPB6D-7_NODE_36_length_3685_cov_2.037662,Cluster2,IPB6D-7,Mountain
IPB24G-211_NODE_91_length_2184_cov_62.787555,Cluster2,IPB24G-211,Mountain
IPB24G-218_NODE_239_length_2112_cov_3.988413,Cluster2,IPB24G-218,Mountain
IPB24E-195_NODE_9_length_8817_cov_33.585616,Cluster2,IPB24E-195,Mountain
IPB6D-12_NODE_31_length_3602_cov_53.141007,Cluster2,IPB6D-12,Mountain
IPB24G-227_NODE_514_length_1253_cov_48.595027,Cluster2,IPB24G-227,Mountain
IPB24G-227_NODE_7_length_6538_cov_128.256746,Cluster2,IPB24G-227,Mountain
IPB24G-218_NODE_1969_length_1275_cov_9.891115,Cluster2,IPB24G-218,Mountain
IPB24G-241_NODE_36_length_3264_cov_42.135799,Cluster2,IPB24G-241,Mountain
IPB24G-225_NODE_107_length_2269_cov_1.726891,Cluster2,IPB24G-225,Mountain
IPB24G-217_NODE_578_length_2025_cov_1.776080,Cluster2,IPB24G-217,Mountain
IPB24E-193_NODE_6_length_7963_cov_73.006891,Cluster2,IPB24E-193,Mountain
IPB24E-195_NODE_3_length_17745_cov_26.669826,Cluster2,IPB24E-195,Mountain
IPB24E-193_NODE_68_length_2437_cov_38.602165,Cluster2,IPB24E-193,Mountain
IPB24G-217_NODE_230_length_3058_cov_3.146366,Cluster2,IPB24G-217,Mountain
IPB24G-225_NODE_213_length_1972_cov_6.125745,Cluster2,IPB24G-225,Mountain
IPB6H-17_NODE_81_length_4337_cov_8.988836,Cluster2,IPB6D-5,Mountain
IPB24G-222_NODE_11_length_14922_cov_20.920379,Cluster2,IPB24G-222,Mountain
IPB24G-241_NODE_60_length_2586_cov_49.226108,Cluster2,IPB24G-241,Mountain
IPB24G-241_NODE_83_length_2141_cov_62.884310,Cluster2,IPB24G-241,Mountain
IPB6D-6_NODE_5_length_17177_cov_5.011026,Cluster2,IPB6D-6,Mountain
IPB24G-203_NODE_2_length_51562_cov_10.827705,Cluster2,IPB24G-203,Mountain
IPB24G-218_NODE_45_length_3199_cov_8.693685,Cluster2,IPB24G-218,Mountain
IPB24G-239_NODE_64_length_4442_cov_2.349710,Cluster2,IPB24G-239,Mountain
IPB24A-8_NODE_94_length_2041_cov_2.080982,Cluster2,IPB24A-8,Mountain
IPB24G-215_NODE_995_length_1262_cov_0.551542,Cluster2,IPB24G-215,Mountain
IPB24G-222_NODE_20_length_5488_cov_34.409065,Cluster2,IPB24G-222,Mountain
IPB24E-171_NODE_7_length_38011_cov_75.941611,Cluster2,IPB24E-171,Mountain
IPB24G-216_NODE_96_length_1550_cov_0.613493,Cluster2,IPB24G-216,Mountain
IPB6H-17_NODE_616_length_1932_cov_3.096953,Cluster2,IPB6D-5,Mountain
IPB24G-223_NODE_14_length_12164_cov_52.654233,Cluster2,IPB24G-223,Mountain
IPB24A-8_NODE_67_length_2469_cov_2.780102,Cluster2,IPB24A-8,Mountain
IPB24G-207_NODE_272_length_1196_cov_65.798877,Cluster2,IPB24G-207,Mountain
IPB24A-8_NODE_280_length_1248_cov_0.854594,Cluster2,IPB24A-8,Mountain
IPB24G-222_NODE_9_length_15310_cov_16.292498,Cluster2,IPB24G-222,Mountain
IPB24G-230_NODE_35_length_4279_cov_41.631503,Cluster2,IPB24G-230,Mountain
IPB24G-241_NODE_27_length_3842_cov_74.709825,Cluster2,IPB24G-241,Mountain
IPB4B-78_NODE_2976_length_1055_cov_1.235991,Cluster2,IPB4B-78,Mountain
IPB24A-2_NODE_310_length_1130_cov_8.033898,Cluster2,IPB24A-2,Mountain
IPB24G-214_NODE_8_length_11827_cov_4.428462,Cluster2,IPB24G-214,Mountain
IPB24A-5_NODE_66_length_1816_cov_11.677324,Cluster2,IPB24A-5,Mountain
IPB24G-216_NODE_192_length_1046_cov_0.643090,Cluster2,IPB24G-216,Mountain
IPB6D-7_NODE_14_length_6262_cov_2.162999,Cluster2,IPB6D-7,Mountain
IPB24G-199_NODE_121_length_2063_cov_137.771694,Cluster2,IPB24E-199,Mountain
IPB24E-182_NODE_56_length_3489_cov_113.930399,Cluster2,IPB24E-182,Mountain
IPB24G-236_NODE_11_length_23986_cov_4.575925,Cluster2,IPB24G-236,Mountain
IPB24A-10_NODE_63_length_1825_cov_106.586572,Cluster2,IPB24A-10,Mountain
IPB24G-239_NODE_35_length_6688_cov_2.571407,Cluster2,IPB24G-239,Mountain
IPB24G-211_NODE_10_length_8382_cov_151.860569,Cluster2,IPB24G-211,Mountain
IPB24G-221_NODE_7_length_25275_cov_208.281096,Cluster2,IPB24G-221,Mountain
IPB6H-17_NODE_1175_length_1599_cov_4.809103,Cluster2,IPB6D-5,Mountain
IPB24E-195_NODE_35_length_4017_cov_39.726221,Cluster2,IPB24E-195,Mountain
IPB24A-5_NODE_162_length_1276_cov_2.043516,Cluster2,IPB24A-5,Mountain
IPB24A-14_NODE_79_length_1416_cov_11.419705,Cluster2,IPB24A-14,Mountain
IPB24G-223_NODE_573_length_1630_cov_44.359947,Cluster2,IPB24G-223,Mountain
IPB24A-6_NODE_131_length_1132_cov_20.303483,Cluster2,IPB24A-6,Mountain
IPB24G-221_NODE_22_length_7164_cov_202.410402,Cluster2,IPB24G-221,Mountain
IPB24G-217_NODE_30_length_6447_cov_3.761709,Cluster2,IPB24G-217,Mountain
IPB24G-202_NODE_19_length_9442_cov_14.476006,Cluster2,IPB24G-202,Mountain
IPB24G-225_NODE_735_length_1514_cov_4.005047,Cluster2,IPB24G-225,Mountain
IPB24A-17_NODE_118_length_1233_cov_8.302893,Cluster2,IPB24A-17,Mountain
IPB24G-214_NODE_183_length_1400_cov_1.553810,Cluster2,IPB24G-214,Mountain
IPB24G-218_NODE_62_length_2922_cov_7.068694,Cluster2,IPB24G-218,Mountain
IPB4B-80_NODE_15_length_4093_cov_1.934443,Cluster2,IPB4B-80,Mountain
IPB24E-199_NODE_62_length_2688_cov_58.303007,Cluster2,IPB24E-199,Mountain
IPB24G-233_NODE_3689_length_1274_cov_0.489102,Cluster2,IPB24G-233,Mountain
IPB24E-200_NODE_16_length_9656_cov_75.784867,Cluster2,IPB24E-200,Mountain
IPB24A-15_NODE_220_length_1393_cov_1.663507,Cluster2,IPB24A-15,Mountain
IPB24E-170_NODE_5_length_10147_cov_241.772056,Cluster2,IPB24E-170,Mountain
IPB24A-5_NODE_40_length_2287_cov_19.188889,Cluster2,IPB24A-5,Mountain
IPB24G-203_NODE_105_length_3815_cov_9.114154,Cluster2,IPB24G-203,Mountain
IPB24G-227_NODE_98_length_2512_cov_33.904822,Cluster2,IPB24G-227,Mountain
IPB24G-240_NODE_20_length_2838_cov_8.292881,Cluster2,IPB24G-240,Mountain
IPB24A-12_NODE_194_length_1138_cov_392.897132,Cluster2,IPB24A-12,Mountain
IPB24G-213_NODE_1002_length_1088_cov_2.246618,Cluster2,IPB24G-213,Mountain
IPB24G-215_NODE_1022_length_1241_cov_0.657092,Cluster2,IPB24G-215,Mountain
IPB24A-5_NODE_130_length_1387_cov_8.169841,Cluster2,IPB24A-5,Mountain
IPB6H-17_NODE_1340_length_1524_cov_1.900501,Cluster2,IPB6D-5,Mountain
IPB24G-221_NODE_19_length_10757_cov_285.515710,Cluster2,IPB24G-221,Mountain
IPB24E-191_NODE_491_length_1251_cov_1.564057,Cluster2,IPB24E-191,Mountain
IPB24G-220_NODE_9_length_16880_cov_154.113950,Cluster2,IPB24G-220,Mountain
IPB24G-230_NODE_16_length_7824_cov_39.459010,Cluster2,IPB24G-230,Mountain
IPB24G-241_NODE_3_length_11395_cov_79.638800,Cluster2,IPB24G-241,Mountain
IPB6D-12_NODE_677_length_1622_cov_12.535786,Cluster2,IPB6D-12,Mountain
IPB6H-17_NODE_23_length_8852_cov_12.452493,Cluster2,IPB6D-5,Mountain
IPB24E-170_NODE_38_length_3373_cov_264.935921,Cluster2,IPB24E-170,Mountain
IPB24G-210_NODE_60_length_1903_cov_151.621622,Cluster2,IPB24G-210,Mountain
IPB24G-234_NODE_117_length_2392_cov_30.902870,Cluster3,IPB24G-234,Mountain
IPB24A-10_NODE_60_length_1865_cov_423.481013,Cluster3,IPB24A-10,Mountain
IPB24A-10_NODE_108_length_1528_cov_135.876517,Cluster3,IPB24A-10,Mountain
IPB24E-198_NODE_11_length_22044_cov_50.645481,Cluster3,IPB24E-198,Mountain
IPB24G-210_NODE_19_length_2729_cov_140.658724,Cluster3,IPB24G-210,Mountain
IPB24G-241_NODE_186_length_1399_cov_29.483491,Cluster3,IPB24G-241,Mountain
IPB24A-20_NODE_129_length_1212_cov_4.600922,Cluster3,IPB24A-20,Mountain
IPB24G-241_NODE_58_length_2610_cov_48.861055,Cluster3,IPB24G-241,Mountain
IPB24E-177_NODE_30_length_3005_cov_109.510771,Cluster3,IPB24E-177,Mountain
IPB24E-191_NODE_63_length_2576_cov_1.589628,Cluster3,IPB24E-191,Mountain
IPB24G-218_NODE_507_length_1799_cov_3.162679,Cluster3,IPB24G-218,Mountain
IPB24G-241_NODE_76_length_2244_cov_48.915919,Cluster3,IPB24G-241,Mountain
IPB24A-5_NODE_23_length_2715_cov_12.406878,Cluster3,IPB24A-5,Mountain
IPB24A-7_NODE_137_length_1411_cov_1.879283,Cluster3,IPB24A-7,Mountain
IPB24G-199_NODE_10_length_7367_cov_103.273481,Cluster3,IPB24E-199,Mountain
IPB24G-195_NODE_30_length_4071_cov_43.447515,Cluster3,IPB24E-195,Mountain
IPB24E-195_NODE_102_length_2292_cov_16.739954,Cluster3,IPB24E-195,Mountain
IPB24G-211_NODE_29_length_3919_cov_66.303006,Cluster3,IPB24G-211,Mountain
IPB24G-211_NODE_357_length_1071_cov_94.044492,Cluster3,IPB24G-211,Mountain
IPB24G-222_NODE_45_length_3089_cov_14.627616,Cluster3,IPB24G-222,Mountain
IPB24A-2_NODE_213_length_1303_cov_6.704932,Cluster3,IPB24A-2,Mountain
IPB24G-227_NODE_341_length_1500_cov_45.720320,Cluster3,IPB24G-227,Mountain
IPB24G-241_NODE_132_length_1629_cov_49.496671,Cluster3,IPB24G-241,Mountain
IPB24G-220_NODE_15_length_8101_cov_132.306496,Cluster3,IPB24G-220,Mountain
IPB24G-227_NODE_45_length_3356_cov_42.776711,Cluster3,IPB24G-227,Mountain
IPB24G-207_NODE_271_length_1199_cov_2.094216,Cluster3,IPB24G-207,Mountain
IPB24G-229_NODE_178_length_1884_cov_25.763233,Cluster3,IPB24G-229,Hill
IPB24A-8_NODE_28_length_4796_cov_1.391947,Cluster3,IPB24A-8,Mountain
IPB24G-227_NODE_59_length_3121_cov_47.210755,Cluster3,IPB24G-227,Mountain
IPB24G-211_NODE_38_length_3275_cov_84.900572,Cluster3,IPB24G-211,Mountain
IPB24G-210_NODE_158_length_1281_cov_135.983536,Cluster3,IPB24G-210,Mountain
IPB24G-227_NODE_55_length_3187_cov_104.350327,Cluster3,IPB24G-227,Mountain
IPB24A-15_NODE_454_length_1031_cov_12.381637,Cluster3,IPB24A-15,Mountain
IPB24G-217_NODE_749_length_1772_cov_1.873556,Cluster3,IPB24G-217,Mountain
IPB24G-232_NODE_808_length_2755_cov_0.490487,Cluster3,IPB24G-232,Mountain
IPB24G-207_NODE_29_length_4888_cov_77.876917,Cluster3,IPB24G-207,Mountain
IPB24G-213_NODE_461_length_1958_cov_1.993446,Cluster3,IPB24G-213,Mountain
IPB24E-177_NODE_256_length_1602_cov_50.288814,Cluster3,IPB24E-177,Mountain
IPB24G-230_NODE_166_length_1791_cov_15.584135,Cluster3,IPB24G-230,Mountain
IPB24G-214_NODE_92_length_2175_cov_2.520020,Cluster3,IPB24G-214,Mountain
IPB24A-10_NODE_61_length_1861_cov_150.839677,Cluster3,IPB24A-10,Mountain
IPB24G-234_NODE_14_length_12271_cov_40.784997,Cluster3,IPB24G-234,Mountain
IPB24G-212_NODE_1427_length_1436_cov_6.459129,Cluster3,IPB24G-212,Mountain
IPB24G-225_NODE_86_length_2358_cov_8.343792,Cluster3,IPB24G-225,Mountain
IPB6D-7_NODE_310_length_1883_cov_0.903759,Cluster3,IPB6D-7,Mountain
IPB24G-229_NODE_7_length_30301_cov_70.390800,Cluster3,IPB24G-229,Hill
IPB6D-7_NODE_293_length_1901_cov_1.019166,Cluster3,IPB6D-7,Mountain
IPB24E-199_NODE_32_length_3626_cov_106.563304,Cluster3,IPB24E-199,Mountain
IPB24G-199_NODE_527_length_1067_cov_41.545745,Cluster3,IPB24E-199,Mountain
IPB24A-6_NODE_19_length_2089_cov_7.085117,Cluster3,IPB24A-6,Mountain
IPB24G-207_NODE_137_length_1735_cov_37.815299,Cluster3,IPB24G-207,Mountain
IPB24G-239_NODE_24_length_9265_cov_2.272817,Cluster3,IPB24G-239,Mountain
IPB24E-200_NODE_15_length_10284_cov_51.285124,Cluster3,IPB24E-200,Mountain
IPB6H-18_NODE_3_length_47807_cov_157.649937,Cluster3,IPB6D-6,Mountain
IPB6D-6_NODE_41_length_3135_cov_3.839761,Cluster3,IPB6D-6,Mountain
IPB24G-217_NODE_402_length_2411_cov_2.545534,Cluster3,IPB24G-217,Mountain
IPB24G-206_NODE_29_length_5188_cov_11.398735,Cluster3,IPB24G-206,Mountain
IPB24G-228_NODE_32_length_4338_cov_164.922109,Cluster3,IPB24G-228,Mountain
IPB6D-12_NODE_1261_length_1202_cov_9.365581,Cluster3,IPB6D-12,Mountain
IPB24G-222_NODE_1923_length_1178_cov_17.637488,Cluster3,IPB24G-222,Mountain
IPB24E-191_NODE_594_length_1160_cov_0.941917,Cluster3,IPB24E-191,Mountain
IPB24G-211_NODE_9_length_8428_cov_143.279484,Cluster3,IPB24G-211,Mountain
IPB24E-170_NODE_15_length_6034_cov_275.413577,Cluster3,IPB24E-170,Mountain
IPB6H-17_NODE_376_length_2232_cov_6.796200,Cluster3,IPB6D-5,Mountain
IPB24G-215_NODE_181_length_3391_cov_0.595282,Cluster3,IPB24G-215,Mountain
IPB24G-206_NODE_2447_length_1349_cov_4.622750,Cluster3,IPB24G-206,Mountain
IPB24A-11_NODE_92_length_1547_cov_174.433099,Cluster3,IPB24A-11,Mountain
IPB24E-177_NODE_2_length_5399_cov_60.791920,Cluster3,IPB24E-177,Mountain
IPB24G-230_NODE_96_length_2396_cov_15.544733,Cluster3,IPB24G-230,Mountain
IPB24G-220_NODE_17_length_7172_cov_115.818595,Cluster3,IPB24G-220,Mountain
IPB24G-206_NODE_20_length_6503_cov_10.831242,Cluster3,IPB24G-206,Mountain
IPB24G-241_NODE_50_length_2765_cov_20.363154,Cluster3,IPB24G-241,Mountain
